Identifier,LanguageId,ValueIdentifier,Sequence,Value,ValueUsage,AttributeValueField1,AttributeValueField3,Image1,Image2,Field1,Field2,Field3,Delete
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_7_ValueID,7,70 Feet,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_8_ValueID,8,75 Feet,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_9_ValueID,9,20 Feet,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_10_ValueID,10,0.91 Meters,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_11_ValueID,11,1 Meters,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_12_ValueID,12,1.52 Meters,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_13_ValueID,13,1.83 Meters,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_14_ValueID,14,12 Feet,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_15_ValueID,15,12 Meters,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_16_ValueID,16,12.19 Meters,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_17_ValueID,17,13.12 Feet,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_18_ValueID,18,15 Feet,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_19_ValueID,19,152.40 Meters,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_20_ValueID,20,16.41 Feet,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_21_ValueID,21,18 Feet,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_22_ValueID,22,18 Meters,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_23_ValueID,23,18.29 Meters,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_24_ValueID,24,19.69 Feet,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_25_ValueID,25,2 Meters,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_26_ValueID,26,2.74 Meters,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_27_ValueID,27,22.97 Feet,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_28_ValueID,28,24 Feet,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_29_ValueID,29,24 Meters,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_30_ValueID,30,24.38 Meters,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_31_ValueID,31,29.53 Feet,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_32_ValueID,32,3 Feet,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_33_ValueID,33,3 Meters,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_34_ValueID,34,3.28 Feet,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_35_ValueID,35,3.66 Meters,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_36_ValueID,36,30.48 Meters,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_37_ValueID,37,300 Feet,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_38_ValueID,38,39.37 Feet,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_39_ValueID,39,4 Meters,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_40_ValueID,40,4.57 Meters,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_41_ValueID,41,4.58 Meters,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_42_ValueID,42,5 Feet,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_43_ValueID,43,5 Meters,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_44_ValueID,44,5.49 Meters,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_45_ValueID,45,500 Feet,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_46_ValueID,46,59.05 Feet,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_47_ValueID,47,6 Feet,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_48_ValueID,48,6 Meters,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_49_ValueID,49,6.56 Feet,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_50_ValueID,50,60 Feet,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_51_ValueID,51,7 Meters,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_52_ValueID,52,7.31 Meters,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_53_ValueID,53,78.74 ft,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_54_ValueID,54,80 Feet,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_55_ValueID,55,9 Feet,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_56_ValueID,56,9 Meters,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_57_ValueID,57,9.14 Meters,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_58_ValueID,58,9.84 Feet,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_59_ValueID,59,91.44 Meters,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_60_ValueID,60,Cut-to-Length,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_61_ValueID,61,3 m,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_62_ValueID,62,5 m,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_63_ValueID,63,2.5 m,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_64_ValueID,64,6 m,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_65_ValueID,65,2 m,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_66_ValueID,66,10 m,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_67_ValueID,67,1 m,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_68_ValueID,68,.5 m,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_69_ValueID,69,.3 m,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_70_ValueID,70,15 m,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_71_ValueID,71,.2 m,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_72_ValueID,72,.35 m,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_73_ValueID,73,11 m,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_74_ValueID,74,7 m,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_75_ValueID,75,20 m,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_76_ValueID,76,.6 m,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_77_ValueID,77,.1 m,1,,,,,,,,
EMR Cable Length,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Cable_Length_78_ValueID,78,with cable,1,,,,,,,,
EMR California Prop 65 Cancer or Reproductive Harm,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_California_Prop_65_Cancer_or_Reproductive_Harm_0_ValueID,0,TRUE,1,,,,,,,,
EMR California Prop 65 Cancer or Reproductive Harm,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_California_Prop_65_Cancer_or_Reproductive_Harm_1_ValueID,1,FALSE,1,,,,,,,,
EMR Capacity Control,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Capacity_Control_0_ValueID,0,Fixed Capacity,1,,,,,,,,
EMR Capacity Control,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Capacity_Control_1_ValueID,1,Digital modulation,1,,,,,,,,
EMR Capacity Control,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Capacity_Control_2_ValueID,2,Variable Speed,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_0_ValueID,0,en 14382,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_1_ValueID,1,ul listed,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_2_ValueID,2,ul-listed,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_3_ValueID,3,etl listed,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_4_ValueID,4,ATEX,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_5_ValueID,5,eac certified,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_6_ValueID,6,cETLus,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_7_ValueID,7,atex certification,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_8_ValueID,8,UL,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_9_ValueID,9,us cg,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_10_ValueID,10,csa-listed,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_11_ValueID,11,ce mark,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_12_ValueID,12,iec ex,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_13_ValueID,13,NSF,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_14_ValueID,14,en 334,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_15_ValueID,15,cutr,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_16_ValueID,16,fcc approved,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_17_ValueID,17,cCSAus,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_18_ValueID,18,ul recognized component,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_19_ValueID,19,abs,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_20_ValueID,20,ex eac certified,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_21_ValueID,21,cUL,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_22_ValueID,22,FM,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_24_ValueID,24,c csa us listed,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_25_ValueID,25,sil3,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_26_ValueID,26,crn,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_27_ValueID,27,rohs,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_28_ValueID,28,c ul listed,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_29_ValueID,29,odva,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_30_ValueID,30,Cert Badge Link,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_31_ValueID,31,nace,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_32_ValueID,32,fm approved,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_33_ValueID,33,csa listed,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_35_ValueID,35,CE,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_36_ValueID,36,csa us,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_37_ValueID,37,ul us recognized component,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_38_ValueID,38,CSA,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_39_ValueID,39,ped,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_40_ValueID,40,dvgw,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_41_ValueID,41,c ul us listed,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_42_ValueID,42,atex-certification,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_43_ValueID,43,IECEx,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_44_ValueID,44,c ul us recognized component,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_45_ValueID,45,energy star,1,,,,,,,,
EMR Certification Badge 1,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_1_46_ValueID,46,WiFi,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_0_ValueID,0,en 14382,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_1_ValueID,1,ul listed,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_2_ValueID,2,ul-listed,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_3_ValueID,3,etl listed,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_4_ValueID,4,ATEX,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_5_ValueID,5,eac certified,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_6_ValueID,6,cETLus,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_7_ValueID,7,atex certification,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_8_ValueID,8,UL,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_9_ValueID,9,us cg,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_10_ValueID,10,csa-listed,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_11_ValueID,11,ce mark,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_12_ValueID,12,iec ex,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_13_ValueID,13,NSF,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_14_ValueID,14,en 334,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_15_ValueID,15,cutr,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_16_ValueID,16,fcc approved,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_17_ValueID,17,cCSAus,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_18_ValueID,18,ul recognized component,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_19_ValueID,19,abs,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_20_ValueID,20,ex eac certified,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_21_ValueID,21,cUL,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_22_ValueID,22,FM,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_24_ValueID,24,c csa us listed,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_25_ValueID,25,sil3,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_26_ValueID,26,crn,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_27_ValueID,27,rohs,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_28_ValueID,28,c ul listed,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_29_ValueID,29,odva,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_30_ValueID,30,Cert Badge Link,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_31_ValueID,31,nace,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_32_ValueID,32,fm approved,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_33_ValueID,33,csa listed,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_35_ValueID,35,CE,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_36_ValueID,36,csa us,1,,,,,,,,
EMR Certification Badge 2,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_Certification_Badge_2_37_ValueID,37,ul us recognized component,1,,,,,,,,
